school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_improvement,avg_G1_G2,weighted_grade,grade_volatility,study_intensity,parent_education_avg,high_achiever,struggling,support_score,alcohol_risk
GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,20.0,2.0,0,0,0,0
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,0,0,0,0,1,1,1,1,5,2,3,1,3,3,1,13,13,13,0,13.0,13.0,0.0,10.0,2.0,0,0,0,1
GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,9,9,10,1,9.0,9.0,0.5773502691896257,5.0,1.5,0,0,2,0
GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,0.6666666666666666,3.5,0,0,1,0
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,11,11,12,1,11.0,11.0,0.5773502691896257,5.0,2.5,0,0,2,1
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,1,0,0,0,0,1,1,0,5,3,2,1,2,5,2,10,9,9,-1,9.5,9.3,0.5773502691896257,5.0,2.5,0,1,1,0
GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,1,5,4,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,2.0,2.5,0,0,1,0
GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,2,13,12,13,0,12.5,12.299999999999999,0.5773502691896257,3.3333333333333335,2.0,0,0,1,1
GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,3.3333333333333335,1.0,0,0,1,1
GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11,12,0,11.5,11.299999999999999,0.5773502691896257,2.0,4.0,0,0,0,1
GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,13,11,11,-2,12.0,11.6,1.1547005383792517,1.4285714285714286,2.0,0,0,1,0
GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15,15,0,15.0,15.0,0.0,3.0,3.0,1,0,1,1
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,11,-1,11.0,10.6,1.0,1.4285714285714286,2.0,0,0,0,0
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9,9,10,1,9.0,9.0,0.5773502691896257,1.4285714285714286,4.0,0,0,1,1
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,9,11,11,2,10.0,10.399999999999999,1.1547005383792517,5.0,3.0,0,0,1,1
GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,14,13,13,-1,13.5,13.3,0.5773502691896257,0.7142857142857143,3.5,0,0,0,1
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12,13,12,0,12.5,12.7,0.5773502691896257,10.0,2.0,0,0,2,1
GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13,14,14,1,13.5,13.7,0.5773502691896257,3.3333333333333335,3.0,0,0,1,0
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,11,12,12,1,11.5,11.7,0.5773502691896257,6.666666666666667,2.0,0,0,1,0
GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13,13,0,13.0,13.0,0.0,4.0,1.0,0,0,3,0
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11,11,2,10.0,10.399999999999999,1.1547005383792517,0.7142857142857143,3.5,0,0,3,0
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,10.0,1.5,0,0,1,0
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12,13,13,1,12.5,12.7,0.5773502691896257,1.0,4.0,0,0,0,0
GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12,13,13,1,12.5,12.7,0.5773502691896257,5.0,3.5,0,0,2,0
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,9,9,8,-1,9.0,9.0,0.5773502691896257,0.38461538461538464,4.0,0,1,2,1
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,16,16,0,16.0,16.0,0.0,15.0,4.0,1,0,1,0
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13,12,0,12.5,12.7,0.5773502691896257,1.6666666666666667,4.0,0,0,2,0
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,11,10,10,-1,10.5,10.3,0.5773502691896257,0.5882352941176471,2.5,0,0,2,0
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16,16,16,0,16.0,16.0,0.0,10.0,3.5,1,0,1,0
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,10,10,0,10.0,10.0,0.0,1.8181818181818181,3.0,0,0,1,0
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10,10,10,0,10.0,10.0,0.0,4.0,2.0,0,0,2,0
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13,14,14,1,13.5,13.7,0.5773502691896257,3.0,3.0,0,0,1,0
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,12,10,11,-1,11.0,10.6,1.0,2.2222222222222223,4.0,0,0,1,1
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14,-1,15.0,15.0,0.5773502691896257,5.0,4.0,0,0,1,0
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13,14,14,1,13.5,13.7,0.5773502691896257,1.0,4.0,0,0,0,0
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,4,11,11,11,0,11.0,11.0,0.0,3.0,3.0,0,0,2,0
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,12,8,10,10,2,9.0,9.4,1.1547005383792517,0.7692307692307693,2.0,0,0,1,0
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,17,18,0,17.5,17.299999999999997,0.5773502691896258,0.45454545454545453,3.0,1,0,0,0
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,10,9,10,0,9.5,9.3,0.5773502691896257,2.0,1.5,0,0,0,0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,16,14,14,-2,15.0,14.599999999999998,1.1547005383792517,1.4285714285714286,4.0,0,0,1,0
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,16,15,16,0,15.5,15.3,0.5773502691896257,2.0,4.0,1,0,1,0
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14,15,1,14.0,14.0,0.5773502691896257,0.7142857142857143,3.0,1,0,0,0
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,0.6666666666666666,2.0,0,0,1,1
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,14,13,14,0,13.5,13.3,0.5773502691896257,1.6666666666666667,3.5,0,0,0,0
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14,14,0,14.0,14.0,0.0,10.0,1.5,0,0,0,0
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,14,13,13,-1,13.5,13.3,0.5773502691896257,2.857142857142857,2.0,0,0,1,0
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13,-1,13.0,12.599999999999998,1.0,3.3333333333333335,3.0,0,0,1,0
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12,13,13,1,12.5,12.7,0.5773502691896257,1.0,4.0,0,0,1,1
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,10.0,2.0,0,0,0,0
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9,9,0,9.0,9.0,0.0,1.6666666666666667,3.5,0,1,1,1
